SpoonWood03
0.0,11,0	Avatar/NVRPlayer/Head	Avatar/NVRPlayer/LeftHand	Avatar/NVRPlayer/RightHand	CookingEnvironment(Clone)/PanFrying	CookingEnvironment(Clone)/SpoonBig	CookingEnvironment(Clone)/SpoonWood03	CookingEnvironment(Clone)/Pan02	CookingEnvironment(Clone)/bowl	CookingEnvironment(Clone)/Wisp	CookingEnvironment(Clone)/chopsticks_C	CookingEnvironment(Clone)/spoon_B	CookingEnvironment(Clone)/ricebowl_A_c02
3.1565,11,1	-6.578,1.6338,4.5556,355.0495,350.8798,0.7455	-6.7897,0.7765,5.0495,76.1531,314.9823,304.148	-6.3838,1.1086,4.7394,1.3426,25.4281,53.6005	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3745,1.0968,4.71,336.5291,353.4157,109.5144	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.1789,11,1	-6.5779,1.6337,4.5557,355.1281,350.9358,0.717	-6.7897,0.7765,5.0495,76.1548,314.9799,304.1457	-6.3998,1.1052,4.7375,8.3687,20.0688,46.3454	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3908,1.0943,4.7079,338.7857,351.9824,101.5107	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2006,11,1	-6.5779,1.6336,4.5559,355.1893,350.9732,0.6972	-6.7897,0.7765,5.0495,76.156,314.9765,304.1428	-6.4159,1.1045,4.7349,14.4907,13.6786,36.6231	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4079,1.0932,4.7054,340.4333,351.0257,91.3608	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2222,11,1	-6.5778,1.6335,4.556,355.2495,350.9878,0.6754	-6.7897,0.7765,5.0495,76.1573,314.9731,304.1401	-6.4327,1.1073,4.7307,19.2749,4.5483,23.897	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4245,1.0951,4.7016,341.4007,349.9232,79.3437	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.245,11,1	-6.5777,1.6334,4.5561,355.2812,351.0509,0.6371	-6.7897,0.7765,5.0495,76.1572,314.969,304.135	-6.4475,1.1149,4.7252,19.0616,356.7842,13.8284	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4392,1.0983,4.6978,340.6393,348.5708,68.6544	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2681,11,1	-6.5776,1.6334,4.5561,355.2965,351.0736,0.5943	-6.7897,0.7765,5.0495,76.1571,314.9652,304.1304	-6.4593,1.1215,4.7198,18.2301,352.1094,8.7707	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.451,1.1037,4.693,339.4496,347.2414,61.1904	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2894,11,1	-6.5775,1.6334,4.5562,355.2969,351.0919,0.5586	-6.7897,0.7765,5.0495,76.1586,314.9691,304.1341	-6.469,1.1264,4.7147,18.7472,348.3345,5.6805	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4599,1.1101,4.6877,339.0594,345.8152,55.9742	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3123,11,1	-6.5774,1.6334,4.5562,355.2908,351.0945,0.532	-6.7897,0.7765,5.0495,76.1595,314.9672,304.1334	-6.4775,1.1307,4.709,19.1384,342.6899,2.3458	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4654,1.1155,4.6825,339.0443,343.3728,51.7581	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3339,11,1	-6.5774,1.6334,4.5562,355.3003,351.0952,0.4647	-6.7897,0.7765,5.0495,76.1608,314.9682,304.1352	-6.4836,1.135,4.7028,19.7273,335.0836,356.8378	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4687,1.121,4.677,339.4412,340.1788,46.7933	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3561,11,1	-6.5773,1.6334,4.5562,355.3268,351.1404,0.3958	-6.7897,0.7765,5.0495,76.1619,314.9611,304.1276	-6.4842,1.1404,4.6992,19.0858,329.3069,348.8643	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4722,1.1264,4.6724,339.5918,338.5847,40.1074	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3787,11,1	-6.5772,1.6333,4.5563,355.3749,351.1683,0.3535	-6.7897,0.7765,5.0495,76.1634,314.9554,304.121	-6.4804,1.1439,4.6994,18.1861,328.5836,344.1493	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4738,1.1299,4.6706,339.4633,339.2157,34.4309	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4005,11,1	-6.5771,1.6333,4.5564,355.4078,351.2152,0.3196	-6.7897,0.7765,5.0495,76.1632,314.948,304.1133	-6.4743,1.1438,4.702,18.1194,331.5466,345.0333	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.471,1.1299,4.672,339.272,340.7689,32.3371	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4222,11,1	-6.577,1.6332,4.5564,355.4259,351.2561,0.3132	-6.7897,0.7765,5.0495,76.1652,314.9464,304.1131	-6.4667,1.141,4.7054,19.1762,335.3289,348.2953	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4644,1.1283,4.6748,339.5095,342.2702,33.2163	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4447,11,1	-6.577,1.6332,4.5564,355.427,351.2691,0.3006	-6.7897,0.7765,5.0495,76.1672,314.946,304.113	-6.4566,1.1381,4.7092,20.3216,338.8294,349.9416	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4566,1.1266,4.6778,340.1275,344.198,34.5075	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4681,11,1	-6.5769,1.6332,4.5564,355.4148,351.2653,0.2895	-6.7897,0.7765,5.0495,76.1675,314.9404,304.1078	-6.4429,1.1354,4.715,21.5948,344.0742,350.0352	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4488,1.1252,4.6821,341.0813,347.8596,35.142	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4895,11,1	-6.5769,1.6332,4.5564,355.408,351.2356,0.2526	-6.7897,0.7765,5.0495,76.1683,314.9425,304.1084	-6.4276,1.1316,4.721,22.8804,351.281,352.013	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4392,1.1222,4.6878,342.1237,352.6649,36.5036	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.5114,11,1	-6.5769,1.6332,4.5564,355.4034,351.1989,0.215	-6.7897,0.7765,5.0495,76.1693,314.9436,304.1094	-6.4112,1.1262,4.7266,23.9776,0.3908,357.2955	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4268,1.1171,4.6942,343.0963,357.8084,39.8936	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.5334,11,1	-6.5769,1.6333,4.5564,355.4139,351.13,0.1687	-6.7897,0.7765,5.0495,76.1697,314.9422,304.1082	-6.3919,1.12,4.7332,24.8974,12.7697,4.107	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4145,1.1114,4.7024,344.1808,4.3574,44.8915	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.5553,11,1	-6.5769,1.6332,4.5564,355.3939,351.0372,0.1319	-6.7897,0.7765,5.0495,76.1708,314.9357,304.1015	-6.3684,1.1161,4.7389,22.6216,28.8323,10.5037	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4018,1.1038,4.7138,343.9135,13.6664,50.547	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.5779,11,1	-6.577,1.6333,4.5564,355.4327,351.0007,0.0714	-6.7897,0.7765,5.0495,76.1718,314.9341,304.1003	-6.3491,1.1145,4.7384,16.7094,39.6773,18.0624	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3802,1.0953,4.7187,341.2275,20.9717,57.8463	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6006,11,1	-6.577,1.6332,4.5565,355.4833,350.9831,359.9725	-6.7897,0.7765,5.0495,76.1696,314.9368,304.103	-6.3344,1.1128,4.7357,9.5073,46.9352,27.4679	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3574,1.0892,4.7171,337.5187,24.5777,67.4337	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6224,11,1	-6.5769,1.6331,4.5565,355.5126,350.993,359.9403	-6.7897,0.7765,5.0495,76.1703,314.9343,304.101	-6.3229,1.113,4.7334,0.1912,52.354,36.1627	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3384,1.085,4.7151,332.8528,25.5107,78.7665	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6444,11,1	-6.5769,1.6331,4.5566,355.608,351.0471,359.8545	-6.7897,0.7765,5.0495,76.1726,314.9346,304.0998	-6.3141,1.117,4.7306,353.3594,56.9253,39.2547	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3276,1.0867,4.7143,328.2705,26.3708,87.7285	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6669,11,1	-6.5768,1.633,4.5567,355.6549,351.1161,359.8409	-6.7897,0.7765,5.0495,76.172,314.9255,304.0899	-6.3121,1.1224,4.7272,351.5392,56.9046,38.6011	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3234,1.0931,4.7103,325.1364,26.3843,92.0817	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6892,11,1	-6.5766,1.6329,4.5568,355.6677,351.1727,359.8674	-6.7897,0.7765,5.0495,76.1728,314.934,304.0968	-6.3154,1.1239,4.726,348.6888,54.7066,43.2402	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3202,1.0974,4.7049,323.5589,23.4579,97.7208	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.7116,11,1	-6.5766,1.6329,4.5569,355.6787,351.2192,359.8661	-6.7897,0.7765,5.0495,76.1732,314.9284,304.0924	-6.3194,1.1232,4.727,343.9495,52.9199,51.0692	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3183,1.099,4.7024,323.0767,18.3091,106.6042	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.7338,11,1	-6.5765,1.6329,4.5569,355.7112,351.2802,359.8547	-6.7897,0.7765,5.0495,76.1737,314.9246,304.0885	-6.3258,1.1232,4.7283,341.987,50.4139,54.2664	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3226,1.1,4.7031,323.1412,13.6652,113.106	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.756,11,1	-6.5764,1.6329,4.5569,355.7285,351.3268,359.8212	-6.7897,0.7765,5.0495,76.1741,314.9178,304.0816	-6.3349,1.1215,4.7303,345.3706,46.6025,53.7423	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3324,1.1012,4.7037,324.5315,10.3995,114.3863	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.778,11,1	-6.5763,1.6328,4.557,355.7762,351.3901,359.7557	-6.7897,0.7765,5.0495,76.1764,314.9159,304.081	-6.3458,1.1186,4.7328,352.0333,42.1699,50.0273	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3453,1.1012,4.7046,326.9053,8.635,110.4937	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.8002,11,1	-6.5761,1.6328,4.5571,355.7836,351.4665,359.745	-6.7897,0.7765,5.0495,76.1781,314.9119,304.0768	-6.3583,1.1157,4.7348,358.8281,37.0891,44.3282	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3587,1.0999,4.706,329.3774,7.5433,103.4714	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.8228,11,1	-6.576,1.6328,4.5571,355.8124,351.5539,359.7229	-6.7897,0.7765,5.0495,76.1773,314.9089,304.0736	-6.3735,1.1125,4.7362,4.6549,29.9877,39.2947	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3709,1.0986,4.7063,331.9935,5.2767,96.0109	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.8447,11,1	-6.5759,1.6327,4.5572,355.8204,351.6739,359.7109	-6.7897,0.7765,5.0495,76.1788,314.9139,304.0792	-6.3889,1.1111,4.7354,9.3819,22.6855,32.9445	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3843,1.0973,4.7057,334.0925,2.6504,88.0905	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.8671,11,1	-6.5758,1.6327,4.5572,355.8117,351.7649,359.7294	-6.7897,0.7765,5.0495,76.1798,314.9063,304.0716	-6.4032,1.1114,4.7329,13.6855,16.5263,26.1282	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.399,1.0982,4.7033,335.9507,0.6662,79.9835	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.8896,11,1	-6.5757,1.6327,4.5572,355.7661,351.7898,359.7601	-6.7897,0.7765,5.0495,76.1815,314.9043,304.0689	-6.4158,1.1131,4.73,17.1325,11.1705,19.3572	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4129,1.1005,4.7003,337.6229,359.4298,72.0864	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.9114,11,1	-6.5756,1.6328,4.5571,355.7139,351.8004,359.7873	-6.7897,0.7765,5.0495,76.1823,314.9034,304.0679	-6.429,1.1155,4.7266,19.6247,3.6508,12.3554	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4236,1.1034,4.6968,339.0861,357.3605,64.4804	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.9334,11,1	-6.5757,1.6329,4.557,355.6715,351.7973,359.8028	-6.7897,0.7765,5.0495,76.1841,314.8994,304.0631	-6.4413,1.1186,4.722,20.8353,355.0296,6.4078	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4316,1.1063,4.693,340.1441,353.9156,57.7528	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.9556,11,1	-6.5757,1.6329,4.5569,355.5905,351.7518,359.8212	-6.7897,0.7765,5.0495,76.1848,314.8999,304.0644	-6.4494,1.1228,4.7182,20.9599,349.7377,1.5353	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4402,1.1096,4.6895,340.5193,351.2551,52.0901	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
